,train_idx,test_idx
117,4370,11287.0
118,3152,6444.0
119,3272,3346.0
120,3351,9836.0
121,6021,2519.0
122,2572,2253.0
123,2124,9336.0
124,15,2387.0
125,5344,1717.0
126,11971,2584.0
127,10295,3711.0
128,3998,7156.0
129,6929,10621.0
130,7166,5937.0
131,1808,8264.0
132,7613,91.0
133,2406,10993.0
134,2105,10060.0
135,4310,3047.0
136,11464,7540.0
137,10328,3085.0
138,521,1406.0
139,3586,7323.0
140,715,7056.0
141,3117,3894.0
142,10914,6153.0
143,10422,783.0
144,4142,5173.0
145,3116,11601.0
146,1648,9145.0
147,9177,1470.0
148,4486,7050.0
149,10219,6548.0
150,5054,307.0
151,1901,9569.0
152,6405,9903.0
153,11675,601.0
154,2310,9192.0
155,1017,2247.0
156,11901,2977.0
157,3657,10590.0
158,7512,8836.0
159,8835,2902.0
160,9832,7079.0
161,11248,7799.0
162,2140,3838.0
163,5926,94.0
164,5463,3922.0
165,11717,1289.0
166,1207,4913.0
167,7501,8082.0
168,2455,10669.0
169,9093,11289.0
170,4733,3393.0
171,5443,2237.0
172,11244,8670.0
173,10133,8136.0
174,7154,5374.0
175,3260,9948.0
176,3242,2405.0
177,616,6335.0
178,10278,7480.0
179,11250,2333.0
180,1428,11640.0
181,5705,8303.0
182,8694,7264.0
183,1589,2461.0
184,524,1969.0
185,10024,3870.0
186,1628,2431.0
187,5789,9565.0
188,7752,10930.0
189,4572,7775.0
190,3885,10764.0
191,5784,553.0
192,2456,4466.0
193,2916,3936.0
194,1723,2806.0
195,11611,7542.0
196,1769,11059.0
197,10652,4165.0
198,1039,11199.0
199,7548,994.0
200,5685,5960.0
201,7979,9342.0
202,1169,5990.0
203,11448,9294.0
204,920,10794.0
205,9508,7286.0
206,11502,6768.0
207,6887,10345.0
208,208,3316.0
209,805,5441.0
210,4786,5889.0
211,11657,3158.0
212,3331,2846.0
213,7763,2328.0
214,7421,7601.0
215,2543,7146.0
216,8057,11688.0
217,2656,9583.0
218,8307,1448.0
219,5874,2070.0
220,4741,10996.0
221,1923,8640.0
222,4042,5227.0
223,4196,6519.0
224,5204,10473.0
225,5949,4915.0
226,1636,6160.0
227,9519,8992.0
228,6801,4063.0
229,8227,939.0
230,855,5310.0
231,11147,9953.0
232,1977,11473.0
233,6850,9390.0
234,10416,3435.0
235,2708,413.0
236,2677,9041.0
237,11869,2021.0
238,5673,11945.0
239,10571,6185.0
240,5411,2156.0
241,7127,8520.0
242,7369,10919.0
243,5434,1543.0
244,8395,6851.0
245,6034,10735.0
246,4352,8449.0
247,4544,6432.0
248,10890,9271.0
249,4291,8777.0
250,896,11856.0
251,1392,7534.0
252,432,67.0
253,6592,8393.0
254,11793,4232.0
255,5603,662.0
256,2395,9880.0
257,8736,631.0
258,2242,8587.0
259,8324,4803.0
260,2272,2799.0
261,5001,11207.0
262,3079,1444.0
263,42,5321.0
264,11608,3572.0
265,5613,7208.0
266,10705,11839.0
267,3607,9839.0
268,4309,10645.0
269,8960,2302.0
270,8820,11889.0
271,8952,5840.0
272,9013,11984.0
273,11528,2478.0
274,9856,7559.0
275,8706,11921.0
276,8492,9627.0
277,11027,6811.0
278,2641,10780.0
279,2115,3166.0
280,4098,1074.0
281,11707,4274.0
282,3606,2674.0
283,7743,8981.0
284,780,4058.0
285,7726,2023.0
286,3772,10837.0
287,112,9551.0
288,133,1192.0
289,8207,2968.0
290,1944,9531.0
291,4989,4746.0
292,11328,5865.0
293,1358,7522.0
294,6010,11780.0
295,9607,3982.0
296,9341,5942.0
297,2161,8489.0
298,4001,7674.0
299,2755,6852.0
300,5730,7653.0
301,2705,10250.0
302,10282,7660.0
303,11827,3419.0
304,9383,1089.0
305,9401,9379.0
306,3682,4532.0
307,4895,5185.0
308,10061,4449.0
309,11071,3475.0
310,7461,6889.0
311,3340,2104.0
312,11586,4491.0
313,10180,6680.0
314,10279,9511.0
315,6534,11223.0
316,6676,2967.0
317,8353,5586.0
318,11485,7981.0
319,2539,1915.0
320,3297,37.0
321,9575,89.0
322,9132,11987.0
323,3853,8548.0
324,56,3626.0
325,10685,7044.0
326,9879,5478.0
327,8650,5439.0
328,5998,7123.0
329,10615,5620.0
330,1857,9904.0
331,1559,3610.0
332,108,4752.0
333,7173,1706.0
334,4071,8554.0
335,5553,3178.0
336,3705,10041.0
337,8603,6989.0
338,2130,894.0
339,5122,66.0
340,5595,2341.0
341,610,5891.0
342,11198,4080.0
343,154,5499.0
344,6705,2742.0
345,4721,8327.0
346,4626,5071.0
347,7798,7302.0
348,2907,6429.0
349,7201,2116.0
350,11530,3738.0
351,9323,9756.0
352,5966,7796.0
353,5029,5188.0
354,2121,410.0
355,2449,6407.0
356,11,8024.0
357,2092,10444.0
358,2945,2467.0
359,10927,4430.0
360,4434,7971.0
361,11091,4932.0
362,1738,2258.0
363,4134,5996.0
364,10677,4699.0
365,5368,8684.0
366,3203,5739.0
367,3225,7749.0
368,5347,9317.0
369,5920,8318.0
370,9263,5675.0
371,5468,9707.0
372,8918,9221.0
373,4290,2476.0
374,11363,11068.0
375,934,7549.0
376,10722,4515.0
377,7052,5413.0
378,10681,1411.0
379,10739,8483.0
380,8533,8855.0
381,6401,11557.0
382,10360,8977.0
383,6023,1442.0
384,4916,3659.0
385,4188,8172.0
386,2953,5312.0
387,10933,8691.0
388,716,1140.0
389,1284,1175.0
390,644,5272.0
391,5335,4523.0
392,11543,3022.0
393,9267,3360.0
394,3543,6049.0
395,1436,6735.0
396,8961,623.0
397,2777,1100.0
398,6269,3925.0
399,3732,3783.0
400,5438,9872.0
401,7675,3577.0
402,5988,11436.0
403,8856,6944.0
404,3315,3730.0
405,6359,5099.0
406,140,6157.0
407,11309,9630.0
408,8976,1685.0
409,10707,2706.0
410,7496,11490.0
411,5669,11239.0
412,7230,7111.0
413,11001,7678.0
414,4233,3727.0
415,11413,4245.0
416,4512,10501.0
417,1263,3155.0
418,100,4179.0
419,2982,10644.0
420,10610,3797.0
421,449,2904.0
422,6706,509.0
423,10807,9725.0
424,1791,8094.0
425,7693,9286.0
426,4516,4580.0
427,8921,9169.0
428,3762,1517.0
429,6727,7000.0
430,11201,1649.0
431,1884,1107.0
432,8429,1985.0
433,6566,1010.0
434,7225,8717.0
435,4641,4306.0
436,189,4470.0
437,11279,6670.0
438,10530,3077.0
439,1684,7418.0
440,2559,10469.0
441,10341,11372.0
442,10884,9796.0
443,5934,6442.0
444,3722,5793.0
445,4503,2679.0
446,296,8376.0
447,3596,3268.0
448,5591,9507.0
449,554,4708.0
450,7702,7967.0
451,10581,7641.0
452,6674,1302.0
453,11507,11653.0
454,2911,3277.0
455,9704,389.0
456,2995,5249.0
457,4000,10185.0
458,9540,8445.0
459,3286,5870.0
460,8122,11469.0
461,8259,11903.0
462,2011,8756.0
463,8130,9613.0
464,3893,11666.0
465,4385,6131.0
466,10973,4268.0
467,1920,4793.0
468,3996,9039.0
469,9127,11943.0
470,3505,3538.0
471,730,8300.0
472,3710,7629.0
473,1561,275.0
474,11003,6532.0
475,9453,9892.0
476,5853,378.0
477,8073,9461.0
478,3162,5076.0
479,2535,4760.0
480,9257,7262.0
481,1213,10139.0
482,11679,3409.0
483,10242,6154.0
484,11552,8784.0
485,8720,8703.0
486,4816,11036.0
487,5163,1782.0
488,11534,10842.0
489,2037,706.0
490,8562,8575.0
491,6238,11200.0
492,2246,10114.0
493,500,1583.0
494,1996,5812.0
495,8031,3709.0
496,3376,2868.0
497,11107,7081.0
498,2288,2338.0
499,5836,1760.0
500,4579,4477.0
501,10496,10243.0
502,9234,1813.0
503,5521,5412.0
504,7254,1398.0
505,8131,4807.0
506,11484,6241.0
507,5655,11184.0
508,3023,6109.0
509,9500,9736.0
510,8749,6060.0
511,6825,8893.0
512,4008,3990.0
513,8813,9547.0
514,5918,3647.0
515,11964,7636.0
516,9900,8026.0
517,2254,4501.0
518,3681,11033.0
519,4636,11007.0
520,6489,2609.0
521,7957,8102.0
522,11204,5856.0
523,8511,3725.0
524,3274,675.0
525,5150,158.0
526,7686,3667.0
527,10857,799.0
528,6254,9670.0
529,10810,6730.0
530,606,3291.0
531,7340,8860.0
532,9931,3460.0
533,3303,7650.0
534,9351,3841.0
535,11917,1925.0
536,10570,9179.0
537,6899,6699.0
538,11342,9290.0
539,8157,3131.0
540,11886,4319.0
541,213,8929.0
542,9834,10913.0
543,10557,3467.0
544,5873,10155.0
545,2334,4670.0
546,1136,6953.0
547,3031,10208.0
548,7919,7258.0
549,5927,5427.0
550,6371,4588.0
551,6168,8956.0
552,4317,2654.0
553,4286,3455.0
554,2352,5325.0
555,7067,6916.0
556,8954,2408.0
557,325,1529.0
558,3363,2700.0
559,2350,3038.0
560,786,3918.0
561,7713,9208.0
562,3685,11016.0
563,8630,8849.0
564,9068,151.0
565,10573,1763.0
566,8105,8405.0
567,7065,10891.0
568,3785,10386.0
569,9582,1931.0
570,9980,1354.0
571,1199,6848.0
572,3576,1666.0
573,8528,7677.0
574,882,8709.0
575,10689,11263.0
576,6231,6192.0
577,9338,4795.0
578,1748,5689.0
579,5930,5915.0
580,1121,762.0
581,1897,971.0
582,700,10172.0
583,3125,5869.0
584,7777,4036.0
585,9516,9991.0
586,6085,4338.0
587,1102,2785.0
588,9045,9255.0
589,11052,6287.0
590,6591,123.0
591,9265,7933.0
592,5756,6190.0
593,8244,7873.0
594,4284,8211.0
595,11950,7682.0
596,3253,9767.0
597,10563,5414.0
598,6895,7588.0
599,9204,9225.0
600,6816,717.0
601,8624,8978.0
602,11813,3378.0
603,3207,6051.0
604,7901,3265.0
605,6394,10375.0
606,10235,3746.0
607,5465,4079.0
608,11853,4985.0
609,6804,3867.0
610,797,11177.0
611,9043,5704.0
612,7213,1196.0
613,2,28.0
614,2128,9370.0
615,1279,5833.0
616,2662,2172.0
617,705,6857.0
618,7797,4949.0
619,6161,8231.0
620,1190,402.0
621,7128,9935.0
622,1096,3517.0
623,1722,4354.0
624,9741,8539.0
625,6338,2768.0
626,2290,4904.0
627,2474,5587.0
628,9634,3377.0
629,8166,3845.0
630,915,6712.0
631,11613,10620.0
632,2168,7583.0
633,62,842.0
634,1740,9746.0
635,11932,7984.0
636,5629,2683.0
637,11569,6420.0
638,1616,2926.0
639,9096,7943.0
640,9160,3675.0
641,9973,9246.0
642,1329,835.0
643,4298,3723.0
644,2411,10036.0
645,6505,3791.0
646,10165,4870.0
647,5971,11194.0
648,858,9094.0
649,9655,1872.0
650,11230,1637.0
651,8424,355.0
652,8486,1291.0
653,6902,11650.0
654,8188,8202.0
655,8937,2369.0
656,7695,469.0
657,4686,11359.0
658,7298,11694.0
659,1109,2789.0
660,856,1483.0
661,8256,6306.0
662,231,5197.0
663,1873,8926.0
664,1122,9821.0
665,9975,10694.0
666,9117,5245.0
667,10466,5271.0
668,903,7564.0
669,7072,3037.0
670,9340,2267.0
671,9910,8364.0
672,36,9644.0
673,10312,4328.0
674,5557,6870.0
675,3185,10439.0
676,8378,8064.0
677,2555,3976.0
678,9557,8352.0
679,8381,4963.0
680,2198,1903.0
681,6856,2301.0
682,2738,3974.0
683,11165,11303.0
684,8319,2084.0
685,4409,10304.0
686,1384,5422.0
687,10813,10545.0
688,295,7069.0
689,6782,7821.0
690,2454,5.0
691,2003,1429.0
692,9671,2346.0
693,3033,2863.0
694,11885,9433.0
695,886,6515.0
696,46,9083.0
697,2801,2385.0
698,10893,11378.0
699,10087,8070.0
700,7248,3527.0
701,6424,4820.0
702,6305,5377.0
703,5390,10956.0
704,10738,3087.0
705,970,3992.0
706,6545,2805.0
707,5080,11878.0
708,2595,6690.0
709,11718,3750.0
710,10899,1675.0
711,4581,9550.0
712,2244,7107.0
713,8175,756.0
714,65,652.0
715,10305,109.0
716,7034,4215.0
717,2277,3432.0
718,5752,8392.0
719,6025,9226.0
720,1970,8715.0
721,6078,4479.0
722,3278,10062.0
723,4759,7106.0
724,5202,4879.0
725,6259,8837.0
726,1421,714.0
727,3145,4947.0
728,7910,5822.0
729,6045,3674.0
730,5617,5654.0
731,1498,3071.0
732,8344,6312.0
733,11443,4885.0
734,723,1151.0
735,3271,1477.0
736,2268,5280.0
737,3215,5544.0
738,7163,163.0
739,2872,6295.0
740,8471,5549.0
741,8576,2427.0
742,1831,9747.0
743,11072,3844.0
744,7697,7618.0
745,5530,9483.0
746,5120,8994.0
747,1320,6584.0
748,1829,9649.0
749,4991,7853.0
750,3045,10960.0
751,8178,6379.0
752,10567,4410.0
753,7175,6977.0
754,3029,6556.0
755,11465,8004.0
756,10908,9250.0
757,9105,6971.0
758,7401,5043.0
759,10728,10158.0
760,11329,4541.0
761,1657,5541.0
762,1842,11895.0
763,1414,4051.0
764,9564,11245.0
765,9214,8107.0
766,513,4038.0
767,2736,2020.0
768,9046,8096.0
769,7202,1150.0
770,8932,4896.0
771,10995,8127.0
772,1172,10756.0
773,4473,4471.0
774,4504,3202.0
775,27,9997.0
776,1311,5622.0
777,5858,6294.0
778,10291,10647.0
779,9191,6436.0
780,2122,4728.0
781,11110,4933.0
782,945,2568.0
783,2209,9896.0
784,8690,3361.0
785,10811,3663.0
786,3651,6138.0
787,4048,11251.0
788,7817,8637.0
789,5153,11880.0
790,11221,3283.0
791,9073,8297.0
792,5117,11385.0
793,8541,6220.0
794,10264,5985.0
795,2842,1662.0
796,1128,2864.0
797,3567,10597.0
798,5075,1837.0
799,5177,5033.0
800,1787,5640.0
801,6757,6821.0
802,4381,9925.0
803,8060,1526.0
804,10016,3436.0
805,11934,10284.0
806,6486,10940.0
807,10792,11080.0
808,1031,7848.0
809,4769,11610.0
810,11429,10510.0
811,2313,6242.0
812,7942,8363.0
813,4106,6271.0
814,10521,10668.0
815,1606,9712.0
816,3708,5792.0
817,9310,8827.0
818,10421,3059.0
819,7080,4834.0
820,6061,7759.0
821,1231,11098.0
822,5505,1806.0
823,5608,2888.0
824,7341,9201.0
825,11560,3350.0
826,685,4458.0
827,5742,4472.0
828,2919,4642.0
829,11456,5170.0
830,3945,10562.0
831,10293,10594.0
832,2367,5626.0
833,3907,8611.0
834,6135,8902.0
835,458,906.0
836,1404,6925.0
837,4335,11240.0
838,11351,4459.0
839,4243,4720.0
840,3553,1195.0
841,7570,9526.0
842,5732,173.0
843,8958,3039.0
844,6100,8179.0
845,4729,8955.0
846,7408,11073.0
847,1229,3389.0
848,8044,3285.0
849,5899,4272.0
850,4593,6802.0
851,11858,6740.0
852,8780,6013.0
853,3545,5621.0
854,3161,420.0
855,8332,9556.0
856,8313,9355.0
857,232,3739.0
858,5787,9598.0
859,2979,3479.0
860,533,10216.0
861,9795,7442.0
862,9354,4575.0
863,779,8763.0
864,5589,4611.0
865,540,358.0
866,3257,922.0
867,10867,8561.0
868,1719,2605.0
869,4171,4927.0
870,1582,788.0
871,6884,3306.0
872,7581,335.0
873,4583,6959.0
874,6457,9170.0
875,10589,9321.0
876,9784,4039.0
877,3648,3950.0
878,3001,5221.0
879,7118,7725.0
880,9576,1818.0
881,6176,6174.0
882,2989,720.0
883,1141,4314.0
884,9601,5992.0
885,10949,5100.0
886,6938,4555.0
887,6512,9554.0
888,8355,4362.0
889,2317,403.0
890,8269,690.0
891,2181,2451.0
892,6383,9889.0
893,2646,2024.0
894,3415,7384.0
895,6681,7117.0
896,4182,7039.0
897,8018,7589.0
898,11702,833.0
899,2397,69.0
900,7203,7614.0
901,305,9774.0
902,4009,5497.0
903,10043,1242.0
904,8109,4657.0
905,7345,4444.0
906,515,5375.0
907,2928,6813.0
908,4758,991.0
909,2139,6924.0
910,2192,8868.0
911,4543,10746.0
912,5059,561.0
913,602,11689.0
914,8093,8270.0
915,8647,536.0
916,5588,2794.0
917,10333,4056.0
918,2059,11703.0
919,10586,6826.0
920,11816,4247.0
921,2652,6151.0
922,6669,1578.0
923,6136,2017.0
924,10151,4722.0
925,7290,10459.0
926,7826,900.0
927,9946,11668.0
928,11570,11086.0
929,11386,4965.0
930,10516,7532.0
931,754,6409.0
932,9789,621.0
933,11691,3339.0
934,2883,475.0
935,5055,8744.0
936,7756,10281.0
937,2208,4702.0
938,7098,8089.0
939,7155,11523.0
940,1268,2531.0
941,9261,2786.0
942,8224,9215.0
943,10888,11846.0
944,10113,8795.0
945,11034,4401.0
946,244,10100.0
947,5079,9155.0
948,6356,5876.0
949,99,7186.0
950,7563,2393.0
951,11686,9281.0
952,7376,6648.0
953,7980,4945.0
954,912,11049.0
955,8447,9241.0
956,1677,4640.0
957,5941,4508.0
958,4031,4862.0
959,2514,4912.0
960,1646,10118.0
961,10929,1924.0
962,6815,8005.0
963,7431,1832.0
964,680,2415.0
965,6611,3471.0
966,11894,7626.0
967,11759,5904.0
968,948,1508.0
969,3653,4905.0
970,1064,7886.0
971,1854,5398.0
972,1680,9113.0
973,7241,1298.0
974,5068,6179.0
975,4748,3687.0
976,5357,6859.0
977,8066,4070.0
978,1285,8029.0
979,11520,997.0
980,2018,1733.0
981,4745,10935.0
982,1999,1593.0
983,4724,5667.0
984,3952,9187.0
985,4339,9485.0
986,5679,571.0
987,2557,5424.0
988,10611,2981.0
989,9038,8385.0
990,3168,2975.0
991,8806,7491.0
992,9588,6644.0
993,4711,2721.0
994,9546,5453.0
995,10506,1883.0
996,7840,10004.0
997,7462,8491.0
998,4095,2816.0
999,5298,7836.0
1000,7405,5253.0
1001,5081,4253.0
1002,748,8993.0
1003,4026,11603.0
1004,7053,1896.0
1005,9750,11785.0
1006,10221,10887.0
1007,8250,4130.0
1008,5548,8547.0
1009,11051,11379.0
1010,374,672.0
1011,5580,10897.0
1012,7404,8512.0
1013,11367,11891.0
1014,5859,8111.0
1015,4747,11965.0
1016,4047,3231.0
1017,5451,9491.0
1018,4152,11546.0
1019,8236,2735.0
1020,8074,11176.0
1021,2203,5084.0
1022,10251,10276.0
1023,8770,2725.0
1024,9081,658.0
1025,5641,10708.0
1026,2573,9567.0
1027,713,8788.0
1028,9066,732.0
1029,2143,1276.0
1030,11325,7771.0
1031,2709,3481.0
1032,4053,377.0
1033,10127,852.0
1034,9983,2043.0
1035,8543,11438.0
1036,7190,1235.0
1037,1878,870.0
1038,2792,6093.0
1039,6130,10499.0
1040,5292,917.0
1041,1041,5828.0
1042,8815,3623.0
1043,60,4421.0
1044,2701,1622.0
1045,7831,10196.0
1046,3984,4469.0
1047,10912,4920.0
1048,3182,9816.0
1049,6111,4930.0
1050,2307,542.0
1051,11077,4549.0
1052,2031,10799.0
1053,11276,3852.0
1054,10192,6613.0
1055,10231,3966.0
1056,7847,11143.0
1057,10932,857.0
1058,3408,11317.0
1059,8858,2193.0
1060,4083,7468.0
1061,1090,4869.0
1062,6057,345.0
1063,4654,8439.0
1064,4600,10980.0
1065,4382,2463.0
1066,10994,11822.0
1067,3352,2998.0
1068,6463,11727.0
1069,10094,656.0
1070,2631,9562.0
1071,9818,6281.0
1072,5421,3111.0
1073,9367,8272.0
1074,2471,270.0
1075,6048,10910.0
1076,845,1786.0
1077,10226,3873.0
1078,7946,7635.0
1079,1858,3660.0
1080,1297,5514.0
1081,11346,7745.0
1082,9907,379.0
1083,199,11741.0
1084,9517,10786.0
1085,2993,8767.0
1086,412,6575.0
1087,2554,1506.0
1088,10524,1334.0
1089,2547,11906.0
1090,2362,10220.0
1091,9982,5683.0
1092,5695,125.0
1093,11029,5191.0
1094,9235,7493.0
1095,79,6396.0
1096,5231,5397.0
1097,10639,1165.0
1098,6618,2644.0
1099,8689,2668.0
1100,10962,6328.0
1101,5495,3866.0
1102,4983,6426.0
1103,5304,943.0
1104,10871,1047.0
1105,1450,4096.0
1106,8500,2570.0
1107,1587,3325.0
1108,6543,6062.0
1109,5450,10225.0
1110,1301,9196.0
1111,10394,11447.0
1112,2551,2127.0
1113,11232,11350.0
1114,7291,2784.0
1115,3506,2991.0
1116,507,9760.0
1117,181,6906.0
1118,8286,9964.0
1119,1802,8768.0
1120,6146,339.0
1121,2575,3799.0
1122,6232,8154.0
1123,8987,5065.0
1124,11304,2790.0
1125,6065,1395.0
1126,9150,9949.0
1127,11268,519.0
1128,1144,10839.0
1129,794,2034.0
1130,7045,7842.0
1131,8267,5275.0
1132,5708,8612.0
1133,641,9694.0
1134,5471,11712.0
1135,2905,10229.0
1136,5668,1781.0
1137,3580,7894.0
1138,9928,11936.0
1139,527,4316.0
1140,1853,9056.0
1141,4804,4926.0
1142,11042,5089.0
1143,5759,1592.0
1144,1995,10538.0
1145,7965,9278.0
1146,2219,6862.0
1147,5355,2457.0
1148,3917,6950.0
1149,5229,7051.0
1150,9085,11599.0
1151,1419,7569.0
1152,3334,8014.0
1153,5128,52.0
1154,737,7092.0
1155,7467,3176.0
1156,5403,11210.0
1157,11079,1730.0
1158,1521,11539.0
1159,11684,6502.0
1160,2504,998.0
1161,8462,9995.0
1162,1218,2280.0
1163,6357,6181.0
1164,5094,5051.0
1165,3892,8915.0
1166,7895,2625.0
1167,5057,97.0
1168,9217,1645.0
1169,11437,6469.0
1170,8713,892.0
1171,10583,2845.0
1172,2402,2820.0
1173,8627,8325.0
1174,9020,890.0
1175,8331,11174.0
1176,7481,6927.0
1177,10141,2315.0
1178,1609,3908.0
1179,10701,11489.0
1180,4183,11366.0
1181,5323,8891.0
1182,9891,4777.0
1183,3742,10870.0
1184,4191,8388.0
1185,6972,4052.0
1186,2822,6685.0
1187,9608,10580.0
1188,5087,6667.0
1189,3384,4840.0
1190,10500,8972.0
1191,10767,10522.0
1192,6867,2532.0
1193,639,4665.0
1194,8721,4265.0
1195,4484,8507.0
1196,7466,10419.0
1197,8281,5564.0
1198,5844,4436.0
1199,11642,
1200,3123,
1201,4266,
1202,3177,
1203,7351,
1204,10450,
1205,7145,
1206,7992,
1207,7309,
1208,10171,
1209,5648,
1210,11185,
1211,5749,
1212,1407,
1213,1385,
1214,3474,
1215,4494,
1216,2711,
1217,7898,
1218,10967,
1219,9209,
1220,298,
1221,4970,
1222,9088,
1223,3324,
1224,5416,
1225,5592,
1226,2906,
1227,3541,
1228,5053,
1229,8184,
1230,3916,
1231,9452,
1232,8646,
1233,227,
1234,7074,
1235,4836,
1236,8246,
1237,11958,
1238,8013,
1239,10700,
1240,6982,
1241,5538,
1242,4765,
1243,8134,
1244,6300,
1245,6649,
1246,6930,
1247,11334,
1248,11340,
1249,7952,
1250,7926,
1251,1725,
1252,10591,
1253,8457,
1254,8,
1255,8622,
1256,4325,
1257,9063,
1258,3920,
1259,9269,
1260,346,
1261,5338,
1262,2671,
1263,2821,
1264,1312,
1265,2893,
1266,4764,
1267,4049,
1268,10011,
1269,357,
1270,4772,
1271,1686,
1272,5031,
1273,3557,
1274,2745,
1275,2141,
1276,5830,
1277,10559,
1278,11905,
1279,9639,
1280,2600,
1281,6482,
1282,4692,
1283,343,
1284,6296,
1285,9590,
1286,4122,
1287,4755,
1288,9076,
1289,5352,
1290,1434,
1291,5886,
1292,10152,
1293,5433,
1294,4275,
1295,4496,
1296,6289,
1297,5518,
1298,5026,
1299,3862,
1300,9961,
1301,8676,
1302,7543,
1303,246,
1304,4736,
1305,4607,
1306,493,
1307,10125,
1308,8616,
1309,5524,
1310,7149,
1311,2961,
1312,7464,
1313,2971,
1314,1665,
1315,5880,
1316,8382,
1317,457,
1318,488,
1319,5409,
1320,2759,
1321,10814,
1322,5562,
1323,1656,
1324,11752,
1325,3693,
1326,5884,
1327,2493,
1328,7463,
1329,7809,
1330,2950,
1331,6775,
1332,5209,
1333,10059,
1334,1111,
1335,6957,
1336,5136,
1337,6636,
1338,4935,
1339,10624,
1340,2856,
1341,10654,
1342,1777,
1343,6026,
1344,4032,
1345,1487,
1346,80,
1347,976,
1348,0,
1349,7349,
1350,5067,
1351,3353,
1352,1157,
1353,7489,
1354,4942,
1355,8516,
1356,479,
1357,9657,
1358,2407,
1359,10605,
1360,8886,
1361,3270,
1362,778,
1363,6342,
1364,3084,
1365,11373,
1366,11021,
1367,441,
1368,9108,
1369,85,
1370,8841,
1371,2523,
1372,10260,
1373,8623,
1374,8568,
1375,2400,
1376,2316,
1377,6509,
1378,1335,
1379,23,
1380,9515,
1381,4206,
1382,2443,
1383,8980,
1384,8599,
1385,1638,
1386,761,
1387,259,
1388,10020,
1389,5263,
1390,1435,
1391,11844,
1392,7833,
1393,2142,
1394,7877,
1395,8254,
1396,5356,
1397,5353,
1398,4400,
1399,1225,
1400,6372,
1401,8564,
1402,11394,
1403,6947,
1404,7835,
1405,4830,
1406,5852,
1407,9419,
1408,3318,
1409,11778,
1410,8521,
1411,4105,
1412,7232,
1413,4417,
1414,5943,
1415,11128,
1416,670,
1417,4488,
1418,9924,
1419,2658,
1420,911,
1421,10436,
1422,5351,
1423,2914,
1424,9714,
1425,276,
1426,940,
1427,7316,
1428,6935,
1429,6640,
1430,2754,
1431,807,
1432,4347,
1433,372,
1434,8904,
1435,8957,
1436,1642,
1437,9460,
1438,1580,
1439,9520,
1440,1167,
1441,11321,
1442,8861,
1443,4564,
1444,1661,
1445,5619,
1446,6997,
1447,10195,
1448,1293,
1449,7113,
1450,6038,
1451,9189,
1452,6215,
1453,4734,
1454,9971,
1455,831,
1456,965,
1457,9128,
1458,6707,
1459,11946,
1460,4231,
1461,3879,
1462,3999,
1463,1018,
1464,6392,
1465,5340,
1466,185,
1467,1876,
1468,3437,
1469,2321,
1470,5332,
1471,4462,
1472,8953,
1473,3830,
1474,3528,
1475,3570,
1476,5691,
1477,6011,
1478,1810,
1479,3159,
1480,7523,
1481,4938,
1482,2261,
1483,1797,
1484,6344,
